UIN,IncidentDate,State,Location,Lat,Lon,SharkCommonName,CHL_min,CHL_max,CHL_mean,CHLAttack_min,CHLAttack_max,CHLAttack_mean,CHL_unit,CHL_days,SST_min,SST_max,SST_mean,SSTAttack_min,SSTAttack_max,SSTAttack_mean,SST_Unit,SST_days,RangeDegrees,DataDegrees,TraceDate
988,2015-01-19,NSW,"byron bay, wategos beach",-28.6333,153.6167,white shark,0.01725345477461815,18.37392807006836,0.28268259164510484,0.050986725836992264,5.464296817779541,0.6672066800804772,mg/m^3,4,20.104499749280535,28.074499571137153,26.087405832723924,20.792710163071774,26.82449959907683,25.486931749829896,°C,8,1,0.2,2015-01-05
988,2015-01-19,NSW,"byron bay, wategos beach",-28.6333,153.6167,white shark,0.01725345477461815,18.37392807006836,0.24093392126001958,0.050839243456721306,5.464296817779541,0.567432060790795,mg/m^3,4,20.539499739557527,27.55748658664527,26.12852574748631,22.96759840184825,27.347486591339134,26.184490773105637,°C,8,1,0.2,2015-01-06
988,2015-01-19,NSW,"byron bay, wategos beach",-28.6333,153.6167,white shark,0.012883365154266357,6.784894943237305,0.24617005149656976,0.047403646633028984,5.464296817779541,0.5604730455039924,mg/m^3,4,20.630312614981108,27.542486586980544,26.05780975224408,22.96759840184825,27.040312471706443,26.22560999088406,°C,8,1,0.2,2015-01-07
988,2015-01-19,NSW,"byron bay, wategos beach",-28.6333,153.6167,white shark,0.012883365154266357,4.7452263832092285,0.1002581073804335,0.04213676601648331,1.4541949033737183,0.1503823235347355,mg/m^3,4,20.86765687298032,27.52248658742758,26.033637805768183,24.134866350702964,26.95281247366222,26.117048182185005,°C,8,1,0.2,2015-01-08
988,2015-01-19,NSW,"byron bay, wategos beach",-28.6333,153.6167,white shark,0.012883365154266357,4.7452263832092285,0.09366391099974977,0.05841953121125698,1.2782593965530396,0.1379356954619752,mg/m^3,4,22.386179530201503,27.507245962880575,26.038587940816406,24.525526509371918,27.01415724437686,26.11933629632199,°C,8,1,0.2,2015-01-09
988,2015-01-19,NSW,"byron bay, wategos beach",-28.6333,153.6167,white shark,0.017489755526185036,1.7116296291351318,0.10750992647106578,0.06115181744098663,1.1753339767456055,0.16412747974585568,mg/m^3,4,20.99269229443746,27.710296112950914,26.080811042219903,23.947046449780487,27.088138344138883,25.886014001445837,°C,8,1,0.2,2015-01-10
988,2015-01-19,NSW,"byron bay, wategos beach",-28.6333,153.6167,white shark,0.028440268710255623,1.7116296291351318,0.10807881109142312,0.06684411317110062,1.1753339767456055,0.16514472979095365,mg/m^3,4,22.846846881695114,27.876846769265853,26.076625146065695,23.901846858114027,27.341846781224035,25.498140010203485,°C,8,1,0.2,2015-01-11
988,2015-01-19,NSW,"byron bay, wategos beach",-28.6333,153.6167,white shark,0.01966101862490177,1.7832787036895752,0.11660060644113328,0.05844428390264511,1.1753339767456055,0.1665207554355577,mg/m^3,4,16.11024351641538,27.876846769265853,25.96203081585241,23.901846858114027,27.731846772506856,26.15825442382882,°C,8,1,0.2,2015-01-12
988,2015-01-19,NSW,"byron bay, wategos beach",-28.6333,153.6167,white shark,0.01966101862490177,1.8956382274627686,0.14193450618516051,0.08111412078142166,1.1753339767456055,0.18542630902054358,mg/m^3,4,16.11024351641538,28.4187454370782,26.180714592441984,25.288745507039152,27.343745461106323,26.63499547694812,°C,8,1,0.2,2015-01-13
988,2015-01-19,NSW,"byron bay, wategos beach",-28.6333,153.6167,white shark,0.027655191719532013,0.8506601452827454,0.10156693979876356,0.07176301628351212,0.35308346152305603,0.15213832166045904,mg/m^3,4,16.11024351641538,27.944443377107405,26.45115907453216,24.605914080888056,27.22091402243825,26.184147128318486,°C,8,1,0.2,2015-01-14
988,2015-01-19,NSW,"byron bay, wategos beach",-28.6333,153.6167,white shark,0.02853822149336338,3.9574317932128906,0.17961214310822807,0.07858847826719284,1.4964947700500488,0.3282448503090755,mg/m^3,4,18.170578847546153,27.944443377107405,26.58016640423676,24.74048377890142,26.89069888032975,26.105856860550062,°C,8,1,0.2,2015-01-15
988,2015-01-19,NSW,"byron bay, wategos beach",-28.6333,153.6167,white shark,0.03852668032050133,3.4525697231292725,0.16487057421651208,0.08360764384269714,1.444955587387085,0.33196423141914005,mg/m^3,4,21.4895309600048,27.85681566819551,26.690179758898488,24.863181848451518,26.94984846847755,26.17081501833792,°C,8,1,0.2,2015-01-16
988,2015-01-19,NSW,"byron bay, wategos beach",-28.6333,153.6167,white shark,0.03421624843031168,47.509857177734375,0.17462593948319913,0.08360764384269714,1.444955587387085,0.35948947974834417,mg/m^3,4,21.90151524798326,27.906974631423775,26.845618647711106,24.863181848451518,26.94984846847755,26.17081501833792,°C,8,1,0.2,2015-01-17
988,2015-01-19,NSW,"byron bay, wategos beach",-28.6333,153.6167,white shark,0.03421624843031168,47.509857177734375,0.17508885729373252,0.08360764384269714,1.444955587387085,0.362400612493529,mg/m^3,4,22.40431579006838,28.00714197078101,26.993374018349346,24.669872428042215,27.121539039909862,26.1842317939094,°C,8,1,0.2,2015-01-18
988,2015-01-19,NSW,"byron bay, wategos beach",-28.6333,153.6167,white shark,0.007924447767436504,47.509857177734375,0.16193652985033702,0.07041396200656891,1.4433815479278564,0.3452458426117851,mg/m^3,4,22.613147744350158,28.302022706158482,27.129554830835733,24.019566766358935,27.445385368292552,26.285869173019762,°C,8,1,0.2,2015-01-19
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.003916713409125805,9.737977027893066,0.1029632185322103,0.04251861199736595,8.240826606750488,0.2089696182854647,mg/m^3,4,19.24175842329862,27.710197505913698,25.324267552948868,22.500615439750277,27.29019751530143,24.968740498539898,°C,8,1,0.2,2014-12-25
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.035975340753793716,5.044717773795128,0.0993854943026657,0.06059114448726177,1.0734779834747314,0.15555650686754205,mg/m^3,4,19.690197685174667,28.116686457209312,25.669911686700637,22.500615439750277,27.29019751530143,24.958213954990097,°C,8,1,0.2,2014-12-26
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.035975340753793716,5.044717773795128,0.1009384807287933,0.06059114448726177,1.0734779834747314,0.1555803743763264,mg/m^3,4,17.5751977324486,28.116686457209312,26.042181210983358,22.76019761655482,27.29019751530143,25.504598739677412,°C,8,1,0.2,2014-12-27
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.02060076966881752,9.977511405944824,0.10429842276958316,0.0380241684615612,0.5158092379570007,0.12016268610022962,mg/m^3,4,17.5751977324486,28.116686457209312,26.20538477004612,22.76019761655482,27.29019751530143,25.53248289153579,°C,8,1,0.2,2014-12-28
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.01797923818230629,1.6534242630004883,0.27386347283838225,NA,NA,NA,mg/m^3,4,20.90168661847713,28.161686456203483,25.788388121293384,22.331686586514138,26.6016864910722,24.791700172972735,°C,8,1,0.2,2014-12-29
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.03197365999221802,5.345813751220703,0.17690797652913784,0.08749853819608688,2.2847635746002197,0.5013582937651102,mg/m^3,4,21.898125883564376,28.21207462102177,25.822627961319277,22.935100299678766,27.882074628397845,25.596387023532838,°C,8,1,0.2,2014-12-30
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.03197365999221802,19.12968647480011,0.17859800547357632,0.08255448192358017,2.2847635746002197,0.49457761286071095,mg/m^3,4,22.422074750438355,28.21207462102177,25.658336044148474,22.935100299678766,27.882074628397845,25.551580840525055,°C,8,1,0.2,2014-12-31
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.03197365999221802,13.073034524917603,0.24796229221670613,0.08255448192358017,3.926248788833618,0.5347666308048575,mg/m^3,4,20.46480895057323,28.14480877891185,25.992884287611464,22.295941831450932,27.94980878327044,26.14719044182993,°C,8,1,0.2,2015-01-01
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.04724255949258804,13.073034524917603,0.25012666766457725,0.08255448192358017,3.926248788833618,0.5347666308048575,mg/m^3,4,20.46480895057323,28.14480877891185,26.07166706688165,22.295941831450932,27.94980878327044,26.163167079537832,°C,8,1,0.2,2015-01-02
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.02217940241098404,19.29099202156067,0.27307978195894067,0.05073031783103943,4.048953533172607,0.6274597538872079,mg/m^3,4,19.11980898063632,28.434808772429847,26.047410575691348,20.987154334224783,27.929808783717476,26.017515387753253,°C,8,1,0.2,2015-01-03
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.020424487069249153,9.856522262096405,0.3020577364573133,0.050986725836992264,7.361515045166016,0.8465795980049632,mg/m^3,4,19.10980898085984,28.434808772429847,26.22511667854421,20.987154334224783,27.929808783717476,25.82500846455209,°C,8,1,0.2,2015-01-04
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.01725345477461815,18.37392807006836,0.28856237240060906,0.04847314581274986,7.699525356292725,0.8546751437976455,mg/m^3,4,20.104499749280535,28.074499571137153,26.00112448649541,20.104499749280535,26.959499596059345,25.22950005622933,°C,8,1,0.2,2015-01-05
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.01725345477461815,18.37392807006836,0.2479011998476592,0.04847314581274986,6.250644207000732,0.7080398759917772,mg/m^3,4,20.539499739557527,27.553493084758543,26.033732347241607,20.539499739557527,27.137486596033,25.64774260960485,°C,8,1,0.2,2015-01-06
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.012883365154266357,6.784894943237305,0.2460912103299636,0.04433705471456051,6.250644207000732,0.668842200423739,mg/m^3,4,20.630312614981108,27.542486586980544,25.961634983607144,21.512486721761547,26.957486600056313,25.731339718271116,°C,8,1,0.2,2015-01-07
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.012883365154266357,4.7452263832092285,0.10208377762271377,0.03665308281779289,4.7452263832092285,0.4138050954709323,mg/m^3,4,20.86765687298032,27.52248658742758,25.902529042403366,21.962486711703264,26.8778124753386,25.66289685023707,°C,8,1,0.2,2015-01-08
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.012883365154266357,4.7452263832092285,0.09591118286623432,0.053351594135165215,4.7452263832092285,0.31002647303531555,mg/m^3,4,22.386179530201503,27.499666682817065,25.92733729283064,22.386179530201503,27.01415724437686,25.828335447486513,°C,8,1,0.2,2015-01-09
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.017489755526185036,1.7116296291351318,0.10975752396407862,0.053351594135165215,1.6216757893562317,0.24580048841932306,mg/m^3,4,20.99269229443746,27.710296112950914,25.960994520322046,22.702744240546622,26.994576868042373,25.95973586459809,°C,8,1,0.2,2015-01-10
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.019889643415808678,1.7116296291351318,0.11085427270808598,0.06684411317110062,1.1753339767456055,0.2250997839827303,mg/m^3,4,22.5502962282859,27.876846769265853,25.957458150592686,22.914279501947288,27.341846781224035,26.02114356934794,°C,8,1,0.2,2015-01-11
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.01966101862490177,1.7832787036895752,0.12010358572706796,0.05844428390264511,1.1753339767456055,0.22586110142106353,mg/m^3,4,16.11024351641538,27.876846769265853,25.855530880990376,23.265296212304406,27.661846774071478,26.353872269697323,°C,8,1,0.2,2015-01-12
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.01966101862490177,1.8956382274627686,0.14894760111551658,0.07138311862945557,1.2410693168640137,0.2929872620679176,mg/m^3,4,15.070243539661192,28.4187454370782,25.915395605639496,23.10374555587771,27.808745450712763,26.547279313495117,°C,8,1,0.2,2015-01-13
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.027655191719532013,0.7908723950386047,0.11710396797948137,0.07264035567641258,0.17005552351474762,0.09464670363171347,mg/m^3,4,15.070243539661192,27.83591400869193,26.346439078314123,20.760914166830503,27.29091402087363,25.671495452419215,°C,8,1,0.2,2015-01-14
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.029080087319016457,3.9574317932128906,0.19650315430426646,0.07690777629613876,1.1203480958938599,0.21556750547248366,mg/m^3,4,15.070243539661192,27.83591400869193,26.445558018121226,21.873198992479615,26.85319888116794,25.936499862485864,°C,8,1,0.2,2015-01-15
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.03852668032050133,3.4525697231292725,0.17746293537639574,0.08415256813168526,1.1333177089691162,0.22726739467138232,mg/m^3,4,20.470914173312508,27.780914009921275,26.56822392738145,22.159848575542394,26.761815692670666,25.952317011633916,°C,8,1,0.2,2015-01-16
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.03421624843031168,4.9418052434921265,0.17767734794415196,0.08767771969238917,1.4528760313987732,0.31177661113826344,mg/m^3,4,21.218784880576056,27.86022009411829,26.732917082511122,22.159848575542394,26.761815692670666,25.952317011633916,°C,8,1,0.2,2015-01-17
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.03421624843031168,4.9418052434921265,0.17816400734055945,0.08767771969238917,1.4528760313987732,0.31355799086306274,mg/m^3,4,21.527720235660695,27.97047530493391,26.89795126169723,22.679315783921652,27.011539042368554,25.98136721172268,°C,8,1,0.2,2015-01-18
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.007924447767436504,7.998691082000732,0.16446292089379988,0.08015880485375722,1.9150996208190918,0.35384079143925373,mg/m^3,4,21.527720235660695,28.302022706158482,27.036009158628225,22.613147744350158,27.25706669399517,25.98062010336326,°C,8,1,0.2,2015-01-19
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.007924447767436504,7.998691082000732,0.1639134307553724,0.07955554127693176,2.3394999504089355,0.44587861711967003,mg/m^3,4,21.02229271400722,28.495985719747864,27.183381979948937,22.98598584290596,27.755985736288153,25.96172962341219,°C,8,1,0.2,2015-01-20
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.0075277420692145824,1.4629110097885132,0.09823171067957943,0.06673241406679153,1.4629110097885132,0.3218913048244359,mg/m^3,4,19.355944560281955,29.220944339782022,27.198043336298756,22.98598584290596,27.755985736288153,25.96172962341219,°C,8,1,0.2,2015-01-21
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.0075277420692145824,1.4629110097885132,0.09823171067957943,0.06673241406679153,1.4629110097885132,0.3218913048244359,mg/m^3,4,19.355944560281955,29.220944339782022,27.045485565326054,25.142022776789986,26.992022735439264,26.100742267555997,°C,8,1,0.2,2015-01-22
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.06881048530340195,1.2289975881576538,0.3152219796553254,NA,NA,NA,mg/m^3,4,19.355944560281955,29.220944339782022,27.49659514545471,NA,NA,NA,°C,8,1,0.2,2015-01-23
991,2015-01-24,NSW,"ballina, flat rock",-28.8333,153.6,white shark,0.030528981238603592,4.611057281494141,0.1688541996615148,0.08961314707994461,0.3015022277832031,0.1623203575168506,mg/m^3,4,20.365944537706696,28.990944344922923,27.15037842793888,24.393970431201183,27.05397037174555,26.256457951760407,°C,8,1,0.2,2015-01-24
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.012883365154266357,4.7452263832092285,0.09771787179807911,0.06274855012694995,4.7452263832092285,0.3904327362443511,mg/m^3,4,22.355526557875198,27.499666682817065,25.929037684889256,22.386179530201503,27.01415724437686,25.537690977524594,°C,8,1,0.2,2015-01-09
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.017489755526185036,1.7116296291351318,0.11137700661826334,0.06301090866327286,1.639761358499527,0.3183812125271575,mg/m^3,4,20.99269229443746,27.710296112950914,25.961946951191894,22.702744240546622,27.022796128317736,25.77474721474834,°C,8,1,0.2,2015-01-10
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.019889643415808678,1.7116296291351318,0.11259511828414158,0.07147810608148575,1.1753339767456055,0.2688032624153146,mg/m^3,4,22.234546488057845,27.876846769265853,25.958505550909663,22.914279501947288,27.341846781224035,25.937446508806175,°C,8,1,0.2,2015-01-11
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.01966101862490177,1.7832787036895752,0.12138790127761377,0.07147810608148575,1.1753339767456055,0.2695683034663965,mg/m^3,4,16.11024351641538,27.876846769265853,25.86436881245095,23.265296212304406,27.446846778877102,26.12519798043331,°C,8,1,0.2,2015-01-12
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.01966101862490177,1.8956382274627686,0.1504767991601273,0.07184760272502899,1.3810994625091553,0.34486763594892395,mg/m^3,4,15.070243539661192,28.4187454370782,25.858824338188057,23.10374555587771,27.668745453842007,26.26579019621953,°C,8,1,0.2,2015-01-13
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.027655191719532013,0.7908723950386047,0.12198057372800329,0.07264035567641258,0.17005552351474762,0.09406732082766975,mg/m^3,4,15.070243539661192,27.83591400869193,26.32296036574389,20.760914166830503,26.925914029032015,25.284819527751974,°C,8,1,0.2,2015-01-14
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.029080087319016457,3.9574317932128906,0.2018818789667627,0.07690777629613876,2.7135894298553467,0.27610251676312164,mg/m^3,4,15.070243539661192,27.83591400869193,26.417440381067696,21.873198992479615,26.663198885414772,25.642074698204574,°C,8,1,0.2,2015-01-15
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.03852668032050133,3.4525697231292725,0.18257323997604818,0.08362267166376114,1.8344066143035889,0.2810634541597251,mg/m^3,4,20.470914173312508,27.780914009921275,26.53948499616261,22.159848575542394,26.68818180765959,25.637215745647875,°C,8,1,0.2,2015-01-16
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.03421624843031168,4.9418052434921265,0.18374638689476847,0.10860218852758408,1.8960774143536885,0.3880298032635545,mg/m^3,4,21.218784880576056,27.86022009411829,26.704137081455805,22.159848575542394,26.68818180765959,25.6400866785501,°C,8,1,0.2,2015-01-17
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.03421624843031168,4.9418052434921265,0.18429079408837273,0.10860218852758408,1.8960774143536885,0.38996705145240596,mg/m^3,4,21.402720238454663,27.97047530493391,26.872473176413813,22.679315783921652,26.891539045050763,25.71949259632064,°C,8,1,0.2,2015-01-18
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.007924447767436504,7.998691082000732,0.17061706992608458,0.11488483473658562,1.9150996208190918,0.43413625065308475,mg/m^3,4,21.452720237337076,28.302022706158482,27.006978879837405,22.613147744350158,27.112066697236173,25.6918382545778,°C,8,1,0.2,2015-01-19
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.007924447767436504,7.998691082000732,0.17144734196099604,0.15025202929973602,2.3968071937561035,0.5600950962524543,mg/m^3,4,21.02229271400722,28.495985719747864,27.146343601297726,22.98598584290596,27.44098574332895,25.6920042837646,°C,8,1,0.2,2015-01-20
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.0075277420692145824,1.4629110097885132,0.09922433631244239,0.13446100056171417,1.4629110097885132,0.44059571541017956,mg/m^3,4,19.355944560281955,29.220944339782022,27.16486892935574,22.98598584290596,27.44098574332895,25.6920042837646,°C,8,1,0.2,2015-01-21
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.0075277420692145824,1.4629110097885132,0.09922433631244239,0.13446100056171417,1.4629110097885132,0.44059571541017956,mg/m^3,4,19.355944560281955,29.220944339782022,27.001735184227787,25.142022776789986,27.182022731192433,26.001883868681652,°C,8,1,0.2,2015-01-22
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.06881048530340195,1.2289975881576538,0.31375802579825207,NA,NA,NA,mg/m^3,4,19.355944560281955,29.220944339782022,27.52757102917973,NA,NA,NA,°C,8,1,0.2,2015-01-23
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.030528981238603592,2.2562143802642822,0.17127636807763785,0.08465820550918579,0.39580097794532776,0.17833808261009812,mg/m^3,4,20.365944537706696,28.4299573492259,27.14694179006991,24.33897043243053,27.008970372751378,26.0750815047365,°C,8,1,0.2,2015-01-24
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.040482573211193085,16.3488712310791,0.18412295819254962,0.1153206005692482,1.425654411315918,0.44481279346601743,mg/m^3,4,24.018970439583086,29.23678129669281,27.43889463634189,24.33897043243053,27.008970372751378,26.0750815047365,°C,8,1,0.2,2015-01-25
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.041577886790037155,8.615381687879562,0.18236898603947893,0.1153206005692482,1.425654411315918,0.44481279346601743,mg/m^3,4,24.018970439583086,28.99678130205723,27.243765562385104,24.33897043243053,27.008970372751378,26.076068880675454,°C,8,1,0.2,2015-01-26
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.041577886790037155,8.615381687879562,0.18236898603947893,0.1153206005692482,1.425654411315918,0.44481279346601743,mg/m^3,4,24.018970439583086,28.666781309433304,27.167232425489125,24.38734063636514,26.908970374986552,26.065771862310005,°C,8,1,0.2,2015-01-27
993,2015-02-08,NSW,"ballina, seven mile beach",-28.8833,153.5667,white shark,0.043610017746686935,8.615381687879562,0.16841757784453523,0.12382422387599945,1.425654411315918,0.44298115241292274,mg/m^3,4,22.381988351605855,28.666781309433304,27.145368108007105,24.420710840635024,26.81071078721436,26.164185696762697,°C,8,1,0.2,2015-01-28
